seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	53478045	53478149	105	*	X40281	389658	53446597	53478021	31425	-	23	upstream	23	ALKAL1
chr8	54755959	54756078	120	*	X40286	51606	54628103	54755871	127769	-	87	upstream	87	ATP6V1H
chr8	55370311	55370460	150	*	X40292	64321	55370495	55373456	2962	+	34	upstream	34	SOX17
chr8	56014018	56014076	59	*	X40293	114786	56015017	56438710	423694	+	940	upstream	940	XKR4
chr8	56014257	56014391	135	*	X40294	114786	56015017	56438710	423694	+	625	upstream	625	XKR4
chr8	56687495	56687599	105	*	X40295	137695	56651320	56685885	34566	-	1609	upstream	1609	TMEM68
chr8	56986491	56986625	135	*	X40299	26795	56986398	56986460	63	-	30	upstream	30	SNORD54
chr8	57122881	57123030	150	*	X40300	79145	57124315	57131176	6862	+	1284	upstream	1284	CHCHD7
chr8	57123314	57123418	105	*	X40301	79145	57124315	57131176	6862	+	896	upstream	896	CHCHD7
chr8	57123856	57123937	82	*	X40302	79145	57124315	57131176	6862	+	377	upstream	377	CHCHD7
chr8	57123856	57123937	82	*	X40302	5324	57073468	57123859	50392	-	0	overlapStart	0	PLAG1
chr8	57124591	57124695	105	*	X40303	79145	57124315	57131176	6862	+	0	inside	275	CHCHD7
chr8	57124591	57124695	105	*	X40303	5324	57073468	57123859	50392	-	731	upstream	731	PLAG1
chr8	57233182	57233271	90	*	X40306	195814	57212570	57233241	20672	-	0	overlapStart	0	SDR16C5
chr8	57906499	57906678	180	*	X40308	54928	57870488	57906430	35943	-	68	upstream	68	BPNT2
chr8	59465206	59465310	105	*	X40313	6386	59465728	59495419	29692	+	417	upstream	417	SDCBP
chr8	59572889	59572993	105	*	X40316	8439	59496064	59572404	76341	-	484	upstream	484	NSMAF
chr8	60031692	60031751	60	*	X40317	9760	59717977	60031767	313791	-	0	inside	15	TOX
chr8	60031783	60031856	74	*	X40318	9760	59717977	60031767	313791	-	15	upstream	15	TOX
chr8	60032073	60032154	82	*	X40319	9760	59717977	60031767	313791	-	305	upstream	305	TOX
chr8	60032283	60032349	67	*	X40320	9760	59717977	60031767	313791	-	515	upstream	515	TOX
chr8	60032399	60032477	79	*	X40321	9760	59717977	60031767	313791	-	631	upstream	631	TOX
chr8	61194025	61194159	135	*	X40322	767	61101423	61193954	92532	-	70	upstream	70	CA8
chr8	61429027	61429146	120	*	X40323	5862	61429469	61536203	106735	+	322	upstream	322	RAB2A
chr8	62628054	62628131	78	*	X40332	444	62413115	62627199	214085	-	854	upstream	854	ASPH
chr8	63160766	63161020	255	*	X40334	286183	63161501	63903628	742128	+	480	upstream	480	NKAIN3
chr8	63161726	63161860	135	*	X40335	286183	63161501	63903628	742128	+	0	inside	224	NKAIN3
chr8	63998285	63998419	135	*	X40337	7274	63972048	63998612	26565	-	0	inside	192	TTPA
chr8	64081102	64081161	60	*	X40338	253943	64081112	64125346	44235	+	0	overlapStart	0	YTHDF3
chr8	64081102	64081161	60	*	X40338	101410533	64080284	64081001	718	-	100	upstream	100	YTHDF3-DT
chr8	64081612	64081896	285	*	X40339	101410533	64080284	64081001	718	-	610	upstream	610	YTHDF3-DT
chr8	65492981	65493100	120	*	X40340	27319	65492795	65496191	3397	+	0	inside	185	BHLHE22
chr8	65494668	65494693	26	*	X40341	401463	65486866	65494445	7580	-	222	upstream	222	LOC401463
chr8	65711268	65711372	105	*	X40342	9420	65508529	65711348	202820	-	0	overlapStart	0	CYP7B1
chr8	67342340	67342444	105	*	X40348	100505676	67331822	67341212	9391	-	1127	upstream	1127	RRS1-AS1
chr8	67525184	67525348	165	*	X40351	4603	67474410	67525480	51071	-	0	inside	131	MYBL1
chr8	67525668	67525772	105	*	X40352	4603	67474410	67525480	51071	-	187	upstream	187	MYBL1
chr8	67525893	67525997	105	*	X40353	4603	67474410	67525480	51071	-	412	upstream	412	MYBL1
chr8	67579355	67579429	75	*	X40354	100533105	67579787	67774257	194471	+	357	upstream	357	C8orf44-SGK3
chr8	67579355	67579429	75	*	X40354	56260	67579787	67593377	13591	+	357	upstream	357	C8orf44
chr8	67579355	67579429	75	*	X40354	80124	67542488	67579452	36965	-	0	inside	22	VCPIP1
chr8	67836074	67836089	16	*	X40356	641648	67834709	67834784	76	-	1289	upstream	1289	SNORD87
chr8	67836159	67836178	20	*	X40357	641648	67834709	67834784	76	-	1374	upstream	1374	SNORD87
chr8	67976821	67977135	315	*	X40358	79848	67976603	68108849	132247	+	0	inside	217	CSPP1
chr8	68255616	68255750	135	*	X40364	10565	68085747	68255912	170166	-	0	inside	161	ARFGEF1
chr8	70747267	70747386	120	*	X40367	81796	70584568	70747299	162732	-	0	overlapStart	0	SLCO5A1
chr8	71315631	71315735	105	*	X40372	10499	71024267	71316020	291754	-	0	inside	284	NCOA2
chr8	71315811	71315945	135	*	X40373	10499	71024267	71316020	291754	-	0	inside	74	NCOA2
chr8	71316021	71316140	120	*	X40374	10499	71024267	71316020	291754	-	0	upstream	0	NCOA2
chr8	71316464	71316598	135	*	X40375	10499	71024267	71316020	291754	-	443	upstream	443	NCOA2
chr8	71520259	71520363	105	*	X40376	286190	71520812	71575513	54702	+	448	upstream	448	LACTB2-AS1
chr8	71581509	71581512	4	*	X40377	389668	71581600	71648177	66578	+	87	upstream	87	XKR9
chr8	71581509	71581512	4	*	X40377	51110	71549501	71581447	31947	-	61	upstream	61	LACTB2
chr8	71581571	71581643	73	*	X40378	389668	71581600	71648177	66578	+	0	overlapStart	0	XKR9
chr8	71581571	71581643	73	*	X40378	51110	71549501	71581447	31947	-	123	upstream	123	LACTB2
chr8	72756730	72756909	180	*	X40380	9242	72753777	72756731	2955	-	0	overlapStart	0	MSC
chr8	73448906	73449040	135	*	X40382	9312	73449626	73850584	400959	+	585	upstream	585	KCNB2
chr8	73921293	73921397	105	*	X40383	7013	73921097	73959987	38891	+	0	inside	195	TERF1
chr8	74206690	74206824	135	*	X40384	157506	74206837	74237520	30684	+	12	upstream	12	RDH10
chr8	74206690	74206824	135	*	X40384	6129	74202874	74205869	2996	-	820	upstream	820	RPL7
chr8	74206937	74207041	105	*	X40385	157506	74206837	74237520	30684	+	0	inside	99	RDH10
chr8	74206937	74207041	105	*	X40385	6129	74202874	74205869	2996	-	1067	upstream	1067	RPL7
chr8	74791660	74791764	105	*	X40393	55284	74692332	74791145	98814	-	514	upstream	514	UBE2W
chr8	74884249	74884413	165	*	X40394	6921	74857373	74884522	27150	-	0	inside	108	ELOC
chr8	74885119	74885238	120	*	X40395	6921	74857373	74884522	27150	-	596	upstream	596	ELOC
chr8	75233648	75233737	90	*	X40398	56704	75146939	75233562	86624	-	85	upstream	85	JPH1
chr8	75896634	75896753	120	*	X40399	83690	75896708	75946793	50086	+	0	overlapStart	0	CRISPLD1
chr8	75896769	75896933	165	*	X40400	83690	75896708	75946793	50086	+	0	inside	60	CRISPLD1
chr8	76319953	76320072	120	*	X40402	3174	76320183	76479061	158879	+	110	upstream	110	HNF4G
chr8	79427810	79427884	75	*	X40410	5569	79428336	79517502	89167	+	451	upstream	451	PKIA
chr8	79428080	79428199	120	*	X40411	5569	79428336	79517502	89167	+	136	upstream	136	PKIA
chr8	79428260	79428364	105	*	X40412	5569	79428336	79517502	89167	+	0	overlapStart	0	PKIA
chr8	80681074	80681178	105	*	X40415	23462	80676245	80680098	3854	-	975	upstream	975	HEY1
chr8	80681929	80682003	75	*	X40416	23462	80676245	80680098	3854	-	1830	upstream	1830	HEY1
chr8	80942123	80942242	120	*	X40418	28957	80831095	80942506	111412	-	0	inside	263	MRPS28
chr8	80943143	80943277	135	*	X40419	28957	80831095	80942506	111412	-	636	upstream	636	MRPS28
chr8	81397949	81398038	90	*	X40422	65986	81397854	81438500	40647	+	0	inside	94	ZBTB10
chr8	81398114	81398255	142	*	X40423	65986	81397854	81438500	40647	+	0	inside	259	ZBTB10
chr8	82024367	82024531	165	*	X40431	55824	81880046	82024303	144258	-	63	upstream	63	PAG1
chr8	82192955	82193059	105	*	X40432	2171	82192718	82197012	4295	+	0	inside	236	FABP5
chr8	82754568	82754627	60	*	X40433	64089	82711818	82754521	42704	-	46	upstream	46	SNX16
chr8	86089292	86089411	120	*	X40434	1875	86089619	86126753	37135	+	207	upstream	207	E2F5
chr8	86132581	86132760	180	*	X40435	377677	86132845	86352138	219294	+	84	upstream	84	CA13
chr8	86132581	86132760	180	*	X40435	401466	86126288	86132643	6356	-	0	overlapStart	0	RBIS
chr8	86375701	86375850	150	*	X40436	760	86376131	86393721	17591	+	280	upstream	280	CA2
chr8	86375938	86376177	240	*	X40437	760	86376131	86393721	17591	+	0	overlapStart	0	CA2
chr8	87354602	87354647	46	*	X40442	11059	87354994	87480178	125185	+	346	upstream	346	WWP1
chr8	87354926	87355045	120	*	X40443	11059	87354994	87480178	125185	+	0	overlapStart	0	WWP1
chr8	87355136	87355225	90	*	X40444	11059	87354994	87480178	125185	+	0	inside	141	WWP1
chr8	87521034	87521123	90	*	X40447	51115	87484578	87521009	36432	-	24	upstream	24	RMDN1
chr8	87526556	87526675	120	*	X40448	8895	87526656	87573726	47071	+	0	overlapStart	0	CPNE3
chr8	89339436	89339525	90	*	X40449	4325	89049460	89339717	290258	-	0	inside	191	MMP16
chr8	89339706	89339825	120	*	X40450	4325	89049460	89339717	290258	-	0	overlapStart	0	MMP16
chr8	89340334	89340363	30	*	X40451	4325	89049460	89339717	290258	-	616	upstream	616	MMP16
chr8	90914201	90914335	135	*	X40453	734	90914096	90940095	26000	+	0	inside	104	OSGIN2
chr8	91997465	91997674	210	*	X40457	100127983	91970706	91997485	26780	-	0	overlapStart	0	C8orf88
chr8	92053099	92053293	195	*	X40459	55529	92006502	92053203	46702	-	0	overlapStart	0	PIP4P2
chr8	93115318	93115407	90	*	X40460	862	92967195	93115454	148260	-	0	inside	46	RUNX1T1
chr8	93115692	93115811	120	*	X40461	862	92967195	93115454	148260	-	237	upstream	237	RUNX1T1
chr8	94713953	94714027	75	*	X40462	642924	94358695	94712661	353967	-	1291	upstream	1291	LINC00535
chr8	94752951	94753085	135	*	X40464	389677	94743731	94753224	9494	-	0	inside	138	RBM12B
chr8	94928905	94928994	90	*	X40465	54704	94929083	94938296	9214	+	88	upstream	88	PDP1
chr8	94928905	94928994	90	*	X40465	100616169	94928250	94928347	98	-	557	upstream	557	MIR378D2
chr8	94929475	94929579	105	*	X40466	100616169	94928250	94928347	98	-	1127	upstream	1127	MIR378D2
chr8	94929730	94929849	120	*	X40467	100616169	94928250	94928347	98	-	1382	upstream	1382	MIR378D2
chr8	94929861	94930025	165	*	X40468	100616169	94928250	94928347	98	-	1513	upstream	1513	MIR378D2
chr8	95486915	95487049	135	*	X40471	25788	95384188	95487343	103156	-	0	inside	293	RAD54B
chr8	95565999	95566073	75	*	X40472	25962	95500005	95565746	65742	-	252	upstream	252	VIRMA
chr8	95652837	95653091	255	*	X40474	54845	95653364	95719694	66331	+	272	upstream	272	ESRP1
chr8	95652837	95653091	255	*	X40474	100288748	95649513	95651695	2183	-	1141	upstream	1141	LINC02894
chr8	95653437	95653443	7	*	X40475	54845	95653364	95719694	66331	+	0	inside	72	ESRP1
chr8	95653437	95653443	7	*	X40475	100288748	95649513	95651695	2183	-	1741	upstream	1741	LINC02894
chr8	95731403	95731522	120	*	X40476	286148	95732103	95806076	73974	+	580	upstream	580	DPY19L4
chr8	95732066	95732200	135	*	X40477	286148	95732103	95806076	73974	+	0	overlapStart	0	DPY19L4
chr8	95732306	95732410	105	*	X40478	286148	95732103	95806076	73974	+	0	inside	202	DPY19L4
chr8	95908040	95908249	210	*	X40479	9134	95892453	95907482	15030	-	557	upstream	557	CCNE2
chr8	95962051	95962170	120	*	X40480	94241	95938200	95961615	23416	-	435	upstream	435	TP53INP1
chr8	96145641	96145700	60	*	X40483	79666	96145949	96168913	22965	+	248	upstream	248	PLEKHF2
chr8	96280957	96280986	30	*	X40485	100616530	96281064	96822371	541308	+	77	upstream	77	C8orf37-AS1
chr8	96281004	96281093	90	*	X40486	100616530	96281064	96822371	541308	+	0	overlapStart	0	C8orf37-AS1
chr8	96281124	96281273	150	*	X40487	100616530	96281064	96822371	541308	+	0	inside	59	C8orf37-AS1
chr8	96281124	96281273	150	*	X40487	157657	96257141	96281462	24322	-	0	inside	188	C8orf37
chr8	97173119	97173140	22	*	X40489	392255	97154558	97173020	18463	-	98	upstream	98	GDF6
chr8	97247458	97247577	120	*	X40490	7381	97238904	97247862	8959	-	0	inside	284	UQCRB
chr8	97272651	97272770	120	*	X40491	9791	97274167	97346774	72608	+	1396	upstream	1396	PTDSS1
chr8	97274475	97274675	201	*	X40492	51001	97251645	97273796	22152	-	678	upstream	678	MTERF3
chr8	97657798	97658003	206	*	X40493	10404	97657499	98155722	498224	+	0	inside	298	CPQ
chr8	98656018	98656137	120	*	X40494	92140	98656407	98742488	86082	+	269	upstream	269	MTDH
chr8	98656168	98656362	195	*	X40495	92140	98656407	98742488	86082	+	44	upstream	44	MTDH
chr8	98880907	98881026	120	*	X40496	4147	98881311	99048946	167636	+	284	upstream	284	MATN2
chr8	98881147	98881281	135	*	X40497	4147	98881311	99048946	167636	+	29	upstream	29	MATN2
chr8	99128758	99128922	165	*	X40500	10940	99129521	99172069	42549	+	598	upstream	598	POP1
chr8	99129124	99129228	105	*	X40501	10940	99129521	99172069	42549	+	292	upstream	292	POP1
chr8	99129124	99129228	105	*	X40501	10247	99114567	99129418	14852	-	0	inside	189	RIDA
chr8	99439262	99439366	105	*	X40502	3788	99439250	99443023	3774	+	0	inside	11	KCNS2
chr8	99956673	99956762	90	*	X40506	6788	99466859	99954799	487941	-	1873	upstream	1873	STK3
chr8	99956673	99956762	90	*	X40506	116039	99956631	99964326	7696	+	0	inside	41	OSR2
chr8	100024713	100024847	135	*	X40507	157680	100025494	100889814	864321	+	646	upstream	646	VPS13B
chr8	100025088	100025327	240	*	X40508	157680	100025494	100889814	864321	+	166	upstream	166	VPS13B
chr8	101158013	101158117	105	*	X40514	286151	101145588	101158099	12512	-	0	overlapStart	0	FBXO43
chr8	101170515	101170604	90	*	X40515	6674	101170263	101254132	83870	+	0	inside	251	SPAG1
chr8	101322271	101322375	105	*	X40516	25897	101269288	101322379	53092	-	0	inside	3	RNF19A
chr8	101734082	101734186	105	*	X40523	26986	101715144	101734315	19172	-	0	inside	128	PABPC1
chr8	101734502	101734571	70	*	X40524	26986	101715144	101734315	19172	-	186	upstream	186	PABPC1
chr8	101734637	101734726	90	*	X40525	26986	101715144	101734315	19172	-	321	upstream	321	PABPC1
chr8	101965207	101965341	135	*	X40530	7534	101930804	101965623	34820	-	0	inside	281	YWHAZ
chr8	103135905	103136129	225	*	X40548	100847001	103137660	103137743	84	+	1530	upstream	1530	MIR5680
chr8	103136265	103136444	180	*	X40549	100847001	103137660	103137743	84	+	1215	upstream	1215	MIR5680
chr8	103136460	103136624	165	*	X40550	100847001	103137660	103137743	84	+	1035	upstream	1035	MIR5680
chr8	103136655	103136759	105	*	X40551	100847001	103137660	103137743	84	+	900	upstream	900	MIR5680
chr8	103251127	103251426	300	*	X40552	50484	103216729	103251346	34618	-	0	overlapStart	0	RRM2B
chr8	103424965	103425084	120	*	X40556	51366	103264502	103424917	160416	-	47	upstream	47	UBR5
chr8	103425115	103425279	165	*	X40557	51366	103264502	103424917	160416	-	197	upstream	197	UBR5
chr8	103668138	103668242	105	*	X40566	7071	103661005	103667983	6979	-	154	upstream	154	KLF10
chr8	103668843	103668932	90	*	X40567	7071	103661005	103667983	6979	-	859	upstream	859	KLF10
chr8	103876503	103876637	135	*	X40576	51582	103838536	103876397	37862	-	105	upstream	105	AZIN1
chr8	104033507	104033626	120	*	X40577	528	104033248	104085285	52038	+	0	inside	258	ATP6V1C1
chr8	104428758	104428862	105	*	X40580	81034	104410866	104427563	16698	-	1194	upstream	1194	SLC25A32
chr8	104511374	104511628	255	*	X40581	9699	104512976	105266656	753681	+	1347	upstream	1347	RIMS2
chr8	104511644	104511898	255	*	X40582	9699	104512976	105266656	753681	+	1077	upstream	1077	RIMS2
chr8	104512410	104512502	93	*	X40583	9699	104512976	105266656	753681	+	473	upstream	473	RIMS2
chr8	104512574	104512828	255	*	X40584	9699	104512976	105266656	753681	+	147	upstream	147	RIMS2
chr8	105601712	105601966	255	*	X40585	29967	105501459	105601252	99794	-	459	upstream	459	LRP12
chr8	106330546	106330827	282	*	X40586	23414	106331147	106816767	485621	+	319	upstream	319	ZFPM2
chr8	106330843	106330947	105	*	X40587	23414	106331147	106816767	485621	+	199	upstream	199	ZFPM2
chr8	107281684	107281758	75	*	X40588	55074	107282406	107764921	482516	+	647	upstream	647	OXR1
chr8	108510268	108510368	101	*	X40591	284	108261710	108510254	248545	-	13	upstream	13	ANGPT1
chr8	109799825	109799944	120	*	X40594	157753	109619079	109799770	180692	-	54	upstream	54	TMEM74
chr8	110344674	110344778	105	*	X40595	56943	110346552	110358189	11638	+	1773	upstream	1773	ENY2
chr8	110551898	110552047	150	*	X40596	9166	110551929	110577391	25463	+	0	overlapStart	0	EBAG9
chr8	110552108	110552302	195	*	X40597	9166	110551929	110577391	25463	+	0	inside	178	EBAG9
chr8	110703851	110703970	120	*	X40600	55638	110586405	110704020	117616	-	0	inside	49	SYBU
chr8	114449796	114449899	104	*	X40603	114788	113235159	114449242	1214084	-	553	upstream	553	CSMD3
chr8	116681218	116681363	146	*	X40607	7227	116420724	116681228	260505	-	0	overlapStart	0	TRPS1
chr8	116681438	116681502	65	*	X40608	7227	116420724	116681228	260505	-	209	upstream	209	TRPS1
chr8	116681683	116681787	105	*	X40609	7227	116420724	116681228	260505	-	454	upstream	454	TRPS1
chr8	117779037	117779111	75	*	X40610	84294	117778742	117786921	8180	+	0	inside	294	UTP23
chr8	117779037	117779111	75	*	X40610	8667	117657055	117778494	121440	-	542	upstream	542	EIF3H
chr8	117886233	117886337	105	*	X40611	644660	117886663	117889107	2445	+	325	upstream	325	RAD21-AS1
chr8	117886674	117886733	60	*	X40612	644660	117886663	117889107	2445	+	0	inside	10	RAD21-AS1
chr8	117886764	117886973	210	*	X40613	644660	117886663	117889107	2445	+	0	inside	100	RAD21-AS1
chr8	117886764	117886973	210	*	X40613	5885	117858173	117887105	28933	-	0	inside	131	RAD21
chr8	117886764	117886973	210	*	X40613	100500914	117886967	117887039	73	-	0	overlapEnd	65	MIR3610
chr8	117887043	117887123	81	*	X40614	5885	117858173	117887105	28933	-	0	overlapStart	0	RAD21
chr8	117887043	117887123	81	*	X40614	100500914	117886967	117887039	73	-	3	upstream	3	MIR3610
chr8	117950309	117950428	120	*	X40615	441376	117950464	117956239	5776	+	35	upstream	35	AARD
chr8	119124956	119124977	22	*	X40618	2131	118811602	119124058	312457	-	897	upstream	897	EXT1
chr8	119634375	119634479	105	*	X40619	401474	119201695	119634234	432540	-	140	upstream	140	SAMD12
chr8	119964243	119964347	105	*	X40620	4982	119935796	119964383	28588	-	0	inside	35	TNFRSF11B
chr8	120220352	120220441	90	*	X40621	114569	120220610	120257914	37305	+	168	upstream	168	MAL2
chr8	120220517	120220556	40	*	X40622	114569	120220610	120257914	37305	+	53	upstream	53	MAL2
chr8	120428373	120428507	135	*	X40623	4856	120428552	120436678	8127	+	44	upstream	44	CCN3
chr8	120845315	120845449	135	*	X40624	6873	120743014	120845074	102061	-	240	upstream	240	TAF2
chr8	120868285	120868404	120	*	X40625	79075	120846181	120868170	21990	-	114	upstream	114	DSCC1
chr8	121137196	121137315	120	*	X40626	7373	121137347	121384273	246927	+	31	upstream	31	COL14A1
chr8	121457012	121457101	90	*	X40628	27085	121457638	121535875	78238	+	536	upstream	536	MTBP
chr8	121824149	121824223	75	*	X40630	6641	121547985	121824309	276325	-	0	inside	85	SNTB1
chr8	121824436	121824510	75	*	X40631	6641	121547985	121824309	276325	-	126	upstream	126	SNTB1
chr8	121824524	121824613	90	*	X40632	6641	121547985	121824309	276325	-	214	upstream	214	SNTB1
chr8	122653737	122653886	150	*	X40635	3037	122625271	122653630	28360	-	106	upstream	106	HAS2
chr8	124055028	124055117	90	*	X40642	79139	124025404	124054663	29260	-	364	upstream	364	DERL1
chr8	124189652	124189831	180	*	X40649	84985	124191287	124222318	31032	+	1455	upstream	1455	FAM83A
chr8	124253364	124253468	105	*	X40652	84933	124232196	124253638	21443	-	0	inside	169	C8orf76
chr8	124286653	124286861	209	*	X40655	100533106	124238429	124286727	48299	-	0	overlapStart	0	ZHX1-C8orf76
chr8	124286939	124286967	29	*	X40656	100533106	124238429	124286727	48299	-	211	upstream	211	ZHX1-C8orf76
chr8	124287568	124287657	90	*	X40657	100533106	124238429	124286727	48299	-	840	upstream	840	ZHX1-C8orf76
chr8	124287568	124287657	90	*	X40657	11244	124260690	124287781	27092	-	0	inside	123	ZHX1
chr8	124428587	124428715	129	*	X40661	55093	124428965	124454260	25296	+	249	upstream	249	NTAQ1
chr8	124428587	124428715	129	*	X40661	29028	124332091	124428590	96500	-	0	overlapStart	0	ATAD2
chr8	124428872	124428991	120	*	X40662	55093	124428965	124454260	25296	+	0	overlapStart	0	NTAQ1
chr8	124428872	124428991	120	*	X40662	29028	124332091	124428590	96500	-	281	upstream	281	ATAD2
chr8	124553342	124553461	120	*	X40666	114907	124510127	124553493	43367	-	0	inside	31	FBXO32
chr8	124780254	124780343	90	*	X40667	157769	124780882	124827690	46809	+	538	upstream	538	FAM91A1
chr8	125384697	125384801	105	*	X40670	157378	125323159	125384940	61782	-	0	inside	138	TMEM65
chr8	125385007	125385041	35	*	X40671	157378	125323159	125384940	61782	-	66	upstream	66	TMEM65
chr8	125485907	125485996	90	*	X40672	11236	125487008	125500859	13852	+	1011	upstream	1011	RNF139
chr8	125551985	125552119	135	*	X40674	83940	125500735	125551329	50595	-	655	upstream	655	TATDN1
chr8	126010316	126010495	180	*	X40680	6713	126010720	126034525	23806	+	224	upstream	224	SQLE
chr8	126103631	126103750	120	*	X40681	286053	126104083	126379367	275285	+	332	upstream	332	NSMCE2
chr8	126441636	126441785	150	*	X40686	10221	126442563	126450644	8082	+	777	upstream	777	TRIB1
chr8	126442041	126442141	101	*	X40687	10221	126442563	126450644	8082	+	421	upstream	421	TRIB1
chr8	126442192	126442370	179	*	X40688	10221	126442563	126450644	8082	+	192	upstream	192	TRIB1
chr8	127570708	127570812	105	*	X40696	157638	127564683	127570711	6029	-	0	overlapStart	0	LRATD2
chr8	128747400	128747504	105	*	X40699	4609	128747765	128753680	5916	+	260	upstream	260	MYC
chr8	128807145	128807249	105	*	X40706	100302185	128808208	128808274	67	+	958	upstream	958	MIR1204
chr8	128807910	128808014	105	*	X40707	100302185	128808208	128808274	67	+	193	upstream	193	MIR1204
chr8	131028854	131028988	135	*	X40727	51571	130851839	131028897	177059	-	0	overlapStart	0	CYRIB
chr8	131456118	131456177	60	*	X40735	50807	131064351	131455906	391556	-	211	upstream	211	ASAP1
chr8	133492844	133492952	109	*	X40737	3786	133133105	133493004	359900	-	0	inside	51	KCNQ3
chr8	133493142	133493297	156	*	X40738	3786	133133105	133493004	359900	-	137	upstream	137	KCNQ3
chr8	133787862	133788041	180	*	X40739	51105	133787604	133861052	73449	+	0	inside	257	PHF20L1
chr8	134584266	134584430	165	*	X40745	6482	134467091	134584183	117093	-	82	upstream	82	ST3GAL1
chr8	134584763	134584882	120	*	X40746	6482	134467091	134584183	117093	-	579	upstream	579	ST3GAL1
chr8	135724972	135725091	120	*	X40748	57623	135490031	135725292	235262	-	0	inside	200	ZFAT
chr8	136468893	136468982	90	*	X40751	10656	136469716	136659848	190133	+	733	upstream	733	KHDRBS3
chr8	139926334	139926603	270	*	X40752	169044	139600478	139926236	325759	-	97	upstream	97	COL22A1
chr8	141521696	141522100	405	*	X40769	54108	141521397	141527252	5856	+	0	inside	298	CHRAC1
chr8	141645925	141646232	308	*	X40783	27161	141541264	141645646	104383	-	278	upstream	278	AGO2
chr8	142138427	142138502	76	*	X40793	22898	142138720	142205906	67187	+	217	upstream	217	DENND3
chr8	142350899	142351003	105	*	X40817	731779	142350648	142354720	4073	+	0	inside	250	LINC01300
chr8	142377419	142377530	112	*	X40827	2843	142366587	142377365	10779	-	53	upstream	53	GPR20
chr8	142377816	142378044	229	*	X40828	2843	142366587	142377365	10779	-	450	upstream	450	GPR20
chr8	142430211	142430510	300	*	X40861	11156	142432007	142441620	9614	+	1496	upstream	1496	PTP4A3
chr8	143484179	143484323	145	*	X40886	203062	143293441	143484543	191103	-	0	inside	219	TSNARE1
chr8	143486534	143486626	93	*	X40887	203062	143293441	143484543	191103	-	1990	upstream	1990	TSNARE1
chr8	143696194	143696328	135	*	X40903	23237	143692405	143695833	3429	-	360	upstream	360	ARC
chr8	143750689	143750793	105	*	X40910	8000	143751726	143764145	12420	+	932	upstream	932	PSCA
chr8	143751034	143751249	216	*	X40911	8000	143751726	143764145	12420	+	476	upstream	476	PSCA
chr8	143751034	143751249	216	*	X40911	8629	143738874	143751401	12528	-	0	inside	151	JRK
chr8	143751529	143751708	180	*	X40912	8000	143751726	143764145	12420	+	17	upstream	17	PSCA
chr8	143751529	143751708	180	*	X40912	8629	143738874	143751401	12528	-	127	upstream	127	JRK
chr8	143807330	143807419	90	*	X40916	51337	143808621	143818350	9730	+	1201	upstream	1201	THEM6
chr8	143809205	143809444	240	*	X40917	100288181	143783670	143808391	24722	-	813	upstream	813	LNCOC1
chr8	143868687	143868806	120	*	X40931	8581	143866298	143868008	1711	-	678	upstream	678	LY6D
chr8	144099257	144099541	285	*	X40936	4061	144099902	144103827	3926	+	360	upstream	360	LY6E
chr8	144099257	144099541	285	*	X40936	100133669	144063448	144099807	36360	-	0	inside	265	LY6E-DT
chr8	144100196	144100345	150	*	X40937	4061	144099902	144103827	3926	+	0	inside	293	LY6E
chr8	144100196	144100345	150	*	X40937	100133669	144063448	144099807	36360	-	388	upstream	388	LY6E-DT
chr8	144101102	144101206	105	*	X40938	100133669	144063448	144099807	36360	-	1294	upstream	1294	LY6E-DT
chr8	144294031	144294135	105	*	X40949	338328	144295068	144299044	3977	+	932	upstream	932	GPIHBP1
chr8	144328596	144328778	183	*	X40955	286128	144328991	144359101	30111	+	212	upstream	212	ZFP41
chr8	144328810	144329214	405	*	X40956	286128	144328991	144359101	30111	+	0	overlapStart	0	ZFP41
chr8	144348695	144348844	150	*	X40962	2738	144349607	144359101	9495	+	762	upstream	762	GLI4
chr8	144371688	144371897	210	*	X40971	79943	144373559	144382120	8562	+	1661	upstream	1661	ZNF696
chr8	144451741	144451860	120	*	X40980	78998	144448793	144450805	2013	-	935	upstream	935	RHPN1-AS1
chr8	144512737	144512849	113	*	X41004	389692	144510230	144512602	2373	-	134	upstream	134	MAFA
chr8	144513530	144513724	195	*	X41005	389692	144510230	144512602	2373	-	927	upstream	927	MAFA
chr8	144623331	144623450	120	*	X41028	23144	144519825	144623620	103796	-	0	inside	169	ZC3H3
chr8	144623856	144623945	90	*	X41029	23144	144519825	144623620	103796	-	235	upstream	235	ZC3H3
chr8	144634390	144634470	81	*	X41030	79792	144635557	144645231	9675	+	1086	upstream	1086	GSDMD
chr8	144634741	144634785	45	*	X41031	79792	144635557	144645231	9675	+	771	upstream	771	GSDMD
chr8	144635309	144635353	45	*	X41032	79792	144635557	144645231	9675	+	203	upstream	203	GSDMD
chr8	144655622	144655645	24	*	X41045	642475	144648363	144654928	6566	-	693	upstream	693	MROH6
chr8	144660186	144660320	135	*	X41047	93100	144656955	144660513	3559	-	0	inside	192	NAPRT
chr8	144660617	144660740	124	*	X41048	93100	144656955	144660513	3559	-	103	upstream	103	NAPRT
chr8	144661446	144661564	119	*	X41049	93100	144656955	144660513	3559	-	932	upstream	932	NAPRT
